url	x	y	user	timestamp
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	434		2024-08-05 18:36:38.346
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	437		2024-08-05 18:36:38.365
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	443		2024-08-05 18:36:38.380
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	446		2024-08-05 18:36:38.397
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	452		2024-08-05 18:36:38.414
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	455		2024-08-05 18:36:38.430
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	458		2024-08-05 18:36:38.446
file:///home/sol-nhl/dev/cce-web/web/py/index.html	431	461		2024-08-05 18:36:38.465
file:///home/sol-nhl/dev/cce-web/web/py/index.html	434	466		2024-08-05 18:36:38.478
file:///home/sol-nhl/dev/cce-web/web/py/index.html	437	470		2024-08-05 18:36:38.496
file:///home/sol-nhl/dev/cce-web/web/py/index.html	439	475		2024-08-05 18:36:38.515
file:///home/sol-nhl/dev/cce-web/web/py/index.html	443	479		2024-08-05 18:36:38.532
file:///home/sol-nhl/dev/cce-web/web/py/index.html	445	482		2024-08-05 18:36:38.553
file:///home/sol-nhl/dev/cce-web/web/py/index.html	450	485		2024-08-05 18:36:38.562
file:///home/sol-nhl/dev/cce-web/web/py/index.html	453	485		2024-08-05 18:36:38.581
file:///home/sol-nhl/dev/cce-web/web/py/index.html	456	488		2024-08-05 18:36:38.597
file:///home/sol-nhl/dev/cce-web/web/py/index.html	459	488		2024-08-05 18:36:38.614
file:///home/sol-nhl/dev/cce-web/web/py/index.html	463	490		2024-08-05 18:36:38.630
file:///home/sol-nhl/dev/cce-web/web/py/index.html	467	491		2024-08-05 18:36:38.647
file:///home/sol-nhl/dev/cce-web/web/py/index.html	473	491		2024-08-05 18:36:38.667
file:///home/sol-nhl/dev/cce-web/web/py/index.html	476	491		2024-08-05 18:36:38.679
file:///home/sol-nhl/dev/cce-web/web/py/index.html	480	493		2024-08-05 18:36:38.696
file:///home/sol-nhl/dev/cce-web/web/py/index.html	485	494		2024-08-05 18:36:38.713
file:///home/sol-nhl/dev/cce-web/web/py/index.html	488	495		2024-08-05 18:36:38.729
file:///home/sol-nhl/dev/cce-web/web/py/index.html	492	495		2024-08-05 18:36:38.746
file:///home/sol-nhl/dev/cce-web/web/py/index.html	496	496		2024-08-05 18:36:38.764
file:///home/sol-nhl/dev/cce-web/web/py/index.html	499	496		2024-08-05 18:36:38.783
file:///home/sol-nhl/dev/cce-web/web/py/index.html	502	496		2024-08-05 18:36:38.799
file:///home/sol-nhl/dev/cce-web/web/py/index.html	503	497		2024-08-05 18:36:38.815
file:///home/sol-nhl/dev/cce-web/web/py/index.html	504	497		2024-08-05 18:36:38.831
file:///home/sol-nhl/dev/cce-web/web/py/index.html	504	498		2024-08-05 18:36:38.845
file:///home/sol-nhl/dev/cce-web/web/py/index.html	505	498		2024-08-05 18:36:39.282
file:///home/sol-nhl/dev/cce-web/web/py/index.html	505	497		2024-08-05 18:36:39.541
file:///home/sol-nhl/dev/cce-web/web/py/index.html	505	497		2024-08-05 18:36:39.548
file:///home/sol-nhl/dev/cce-web/web/py/index.html	505	496		2024-08-05 18:36:39.560
file:///home/sol-nhl/dev/cce-web/web/py/index.html	516	496		2024-08-05 18:36:39.576
file:///home/sol-nhl/dev/cce-web/web/py/index.html	529	495		2024-08-05 18:36:39.592
file:///home/sol-nhl/dev/cce-web/web/py/index.html	551	495		2024-08-05 18:36:39.609
file:///home/sol-nhl/dev/cce-web/web/py/index.html	575	495		2024-08-05 18:36:39.625
file:///home/sol-nhl/dev/cce-web/web/py/index.html	589	495		2024-08-05 18:36:39.643
file:///home/sol-nhl/dev/cce-web/web/py/index.html	605	497		2024-08-05 18:36:39.666
file:///home/sol-nhl/dev/cce-web/web/py/index.html	615	500		2024-08-05 18:36:39.684
file:///home/sol-nhl/dev/cce-web/web/py/index.html	624	505		2024-08-05 18:36:39.702
file:///home/sol-nhl/dev/cce-web/web/py/index.html	635	510		2024-08-05 18:36:39.715
file:///home/sol-nhl/dev/cce-web/web/py/index.html	644	515		2024-08-05 18:36:39.734
file:///home/sol-nhl/dev/cce-web/web/py/index.html	647	515		2024-08-05 18:36:39.742
file:///home/sol-nhl/dev/cce-web/web/py/index.html	649	517		2024-08-05 18:36:39.764
file:///home/sol-nhl/dev/cce-web/web/py/index.html	649	517		2024-08-05 18:36:39.779
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	518		2024-08-05 18:36:39.798
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	518		2024-08-05 18:36:39.912
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	518		2024-08-05 18:36:39.932
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	519		2024-08-05 18:36:39.971
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	519		2024-08-05 18:36:39.990
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	520		2024-08-05 18:36:39.997
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	520		2024-08-05 18:36:40.009
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:40.028
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:40.046
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:40.063
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:40.823
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	520		2024-08-05 18:36:40.841
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:40.829
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	520		2024-08-05 18:36:41.893
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	521		2024-08-05 18:36:41.925
file:///home/sol-nhl/dev/cce-web/web/py/index.html	650	522		2024-08-05 18:36:41.942
file:///home/sol-nhl/dev/cce-web/web/py/index.html	647	522		2024-08-05 18:36:41.958
file:///home/sol-nhl/dev/cce-web/web/py/index.html	636	522		2024-08-05 18:36:41.975
