timestamp	EUR	SEK
2024-09-05 09:13:07	0.9034	10.2824
2024-09-05 09:18:07	0.9034	10.2824
2024-09-05 09:23:08	0.9034	10.2824
2024-09-05 09:28:08	0.9034	10.2824
